synset_id,gloss
22366,"khái niệm chỉ vị vua cuối cùng của nhà Lê Trung Hưng"
22367,"khái niệm chỉ vị vua cuối cùng của nhà Tiền Lê"
22368,"khái niệm chỉ vị vua thứ tư của nhà Lê sơ"
22369,"khái niệm chỉ vị vua đầu tiên của nhà Lê Trung Hưng"
22370,"khái niệm chỉ vị vua thứ ba của nhà Lê sơ"
22371,"khái niệm chỉ vị vua thứ ba của nhà Lý"
22372,"khái niệm chỉ vị vua lập ra nhà Tiền Lý"
22373,"khái niệm chỉ vị vua thứ hai của nhà Tiền Lý"
22374,"khái niệm chỉ vị vua thứ hai của nhà Lý"
22375,"khái niệm chỉ vị vua thứ tư của nhà Lý"
22376,"khái niệm chỉ vị vua sáng lập nhà Lý"
22377,"khái niệm chỉ vị vua thứ hai của nhà Nguyễn"
22378,"khái niệm chỉ vị vua sáng lập nhà Mạc"
22379,"khái niệm chỉ vị vua thứ tư của nhà Nguyễn"
22380,"khái niệm chỉ vị vua có công đánh đuổi quân Nam Hán"
22381,"khái niệm chỉ vị vua sáng lập nhà Trần"
22382,"khái niệm chỉ vị anh hùng áo vải của phong trào Tây Sơn"
22383,"khái niệm chỉ vị vua thứ chín của nhà Nguyễn"
22384,"khái niệm chỉ vị vua thứ hai của nhà Trần"
22385,"khái niệm chỉ vị vua thứ ba của nhà Trần"
22386,"khái niệm chỉ vị vua thứ tư của nhà Trần"
22387,"khái niệm chỉ vị vua thứ tám của nhà Trần"
22388,"khái niệm chỉ vị vua thứ sáu của nhà Trần"
22389,"khái niệm chỉ vùng biển kín ở Cam Ranh"
22390,"khái niệm chỉ vùng biển kín ở Bái Tử Long"
22391,"khái niệm chỉ vùng biển kín ở Dung Quất, Sa Cần"
22392,"khái niệm chỉ vùng biển kín ở Cửa Lục"
22393,"khái niệm chỉ vùng biển kín ở Phan Rang"
22394,"khái niệm chỉ vùng biển kín ở Nha Phu"
22395,"khái niệm chỉ vùng biển kín ở Phú Yên"
22396,"khái niệm chỉ vùng biển kín ở Đà Nẵng"
22397,"khái niệm chỉ vùng đất cổ ở Biên Hòa"
22398,"khái niệm chỉ vùng biển kín ở Phú Yên"
22399,"khái niệm chỉ vùng đất cũ của Việt Nam"
22400,"khái niệm chỉ vùng đất cũ của Việt Nam"
22401,"khái niệm chỉ vùng đất cũ của Việt Nam"
22402,"khái niệm chỉ vùng đất cũ ở miền Trung"
22403,"khái niệm chỉ sáu tỉnh miền Nam Việt Nam"
22404,"khái niệm chỉ sản phẩm gốm sứ nổi tiếng"
22405,"khái niệm chỉ sản phẩm gốm sứ nổi tiếng"
22406,"khái niệm chỉ sản phẩm gốm sứ nổi tiếng"
22407,"khái niệm chỉ sản phẩm gốm sứ nổi tiếng"
22408,"khái niệm chỉ một địa danh cổ"
22409,"khái niệm chỉ khu vực địa hình có núi cao"
22410,"khái niệm chỉ một địa danh cổ"
22411,"khái niệm chỉ một ngọn núi cao"
22412,"khái niệm chỉ một ngọn núi"
22413,"khái niệm chỉ vùng núi thuộc An Giang"
22414,"khái niệm chỉ một địa danh"
22415,"khái niệm chỉ dãy núi chạy ngang"
22416,"khái niệm chỉ dãy núi cao nhất Việt Nam"
22417,"khái niệm chỉ vùng núi đá vôi ở Quảng Bình"
22418,"khái niệm chỉ vùng núi thuộc Bắc Kạn"
22419,"khái niệm chỉ một ngọn núi"
22420,"khái niệm chỉ một ngọn núi cao"
22421,"khái niệm chỉ vùng núi hiểm trở"
22422,"khái niệm chỉ một ngọn núi"
22423,"khái niệm chỉ một vùng núi"
22424,"khái niệm chỉ một vùng núi ở Hà Giang"
22425,"khái niệm chỉ vùng núi cánh cung"
22426,"khái niệm chỉ một ngôi chùa"
22427,"khái niệm chỉ vùng phía tây Thừa Thiên"
22428,"khái niệm chỉ vùng núi ở Cao Bằng"
22429,"khái niệm chỉ vườn quốc gia ở Hà Nội"
22430,"khái niệm chỉ vườn quốc gia ở Ninh Bình"
22431,"khái niệm chỉ vườn quốc gia ở Hải Phòng"
22432,"khái niệm chỉ vườn quốc gia ở Thừa Thiên Huế"
22433,"khái niệm chỉ vườn quốc gia ở Côn Đảo"
22434,"khái niệm chỉ vườn quốc gia ở Đồng Nai"
22435,"khái niệm chỉ vườn quốc gia ở Vĩnh Phúc"
22436,"khái niệm chỉ vườn quốc gia ở Quảng Bình"
22437,"khái niệm chỉ triều đại phong kiến do Hồ Quý Ly lập nên"
22438,"khái niệm chỉ vườn quốc gia ở Đồng Tháp"
22439,"khái niệm chỉ triều đại phong kiến sau nhà Trần"
22440,"khái niệm chỉ triều đại phong kiến do Đinh Bộ Lĩnh lập nên"
22441,"khái niệm chỉ triều đại phong kiến do Mạc Đăng Dung lập nên"
22442,"khái niệm chỉ triều đại phong kiến do Lý Công Uẩn lập nên"
22443,"khái niệm chỉ triều đại phong kiến do anh em Tây Sơn lập nên"
22444,"khái niệm chỉ triều đại phong kiến cuối cùng của Việt Nam"
22445,"khái niệm chỉ triều đại phong kiến do Trần Cảnh lập nên"
22446,"khái niệm chỉ triều đại phong kiến trước nhà Lý"
22447,"khái niệm chỉ trò chơi dân gian dùng quả còn để ném"
22448,"khái niệm chỉ trò chơi được lưu truyền trong dân gian"
22449,"khái niệm chỉ trò chơi dân gian dùng gậy đánh quả phết"
22450,"khái niệm chỉ trò chơi dân gian tập thể"
22451,"khái niệm chỉ trò chơi dân gian với pháo"
22452,"khái niệm chỉ trò chơi dân gian thi kéo sức"
22453,"khái niệm chỉ trống đồng cổ được tìm thấy ở Hoàng Hạ"
22454,"khái niệm chỉ nhạc cụ gõ bằng đồng"
22455,"khái niệm chỉ trống đồng cổ được tìm thấy ở Cổ Loa"
22456,"khái niệm chỉ trống đồng cổ nổi tiếng"
22457,"khái niệm chỉ trống đồng cổ được tìm thấy ở Quảng Xương"
22458,"khái niệm chỉ thể loại văn học ghi chép sự việc"
22459,"khái niệm chỉ trống đồng cổ được tìm thấy ở Tùng Lâm"
22460,"khái niệm chỉ tác phẩm kí của Nguyễn Dữ"
22461,"khái niệm chỉ tác phẩm kí của Trần Thế Pháp"
22462,"khái niệm chỉ tác phẩm địa lí lịch sử của Lê Quý Đôn"
22463,"khái niệm chỉ tác phẩm kí của Nguyễn Dữ"
22464,"khái niệm chỉ truyện cổ tích giải thích nguồn gốc bánh chưng bánh giầy"
22465,"khái niệm chỉ truyện cổ tích giải thích nguồn gốc tục ăn trầu"
22466,"khái niệm chỉ bộ truyện tranh thiếu nhi"
22467,"khái niệm chỉ tác phẩm kể chuyện bằng hình vẽ"
22468,"khái niệm chỉ loại áo truyền thống của người dân miền Nam"
22469,"khái niệm chỉ loại áo mỏng một lớp"
22470,"khái niệm chỉ loại áo màu chàm"
22471,"khái niệm chỉ loại áo bó sát người"
22472,"khái niệm chỉ loại áo bó sát người"
22473,"khái niệm chỉ loại áo dùng để giữ ấm"
22474,"khái niệm chỉ loại áo làm từ vải bò"
22475,"khái niệm chỉ loại áo lót không tay, có ba lỗ"
22476,"khái niệm chỉ loại áo có lót bông"
22477,"khái niệm chỉ loại áo khoác dày, dài, dùng để giữ ấm"
22478,"khái niệm chỉ loại áo khoác dày, thường dùng cho nam giới"
22479,"khái niệm chỉ loại áo khoác rộng, có mũ"
22480,"khái niệm chỉ loại áo rộng, dài, trang trọng"
22481,"khái niệm chỉ loại áo khoác ngắn, bo gấu"
22482,"khái niệm chỉ loại áo khoác rộng, thường dùng trong y tế"
22483,"khái niệm chỉ đồ bơi gồm hai mảnh"
22484,"khái niệm chỉ áo của nhà sư"
22485,"khái niệm chỉ loại áo tay ngắn, xòe như cánh tiên"
22486,"khái niệm chỉ loại áo có thể thay đổi kiểu vai"
22487,"khái niệm chỉ loại áo khoác kiểu quân phục"
22488,"khái niệm chỉ loại áo làm từ vải gấm"
22489,"khái niệm chỉ loại áo làm từ sợi gai"
22490,"khái niệm chỉ áo dành cho vua chúa"
22491,"khái niệm chỉ loại áo khoác nhẹ, chống gió"
22492,"khái niệm chỉ loại áo có hai lớp"
22493,"khái niệm chỉ loại áo dùng để tiếp khách"
22494,"khái niệm chỉ loại áo dùng khi lặn dưới nước"
22495,"khái niệm chỉ loại áo dùng để giữ ấm"
22496,"khái niệm chỉ áo mặc bên trong, bó sát"
22497,"khái niệm chỉ áo lót ôm sát cơ thể"
22498,"khái niệm chỉ áo lót của phụ nữ"
22499,"khái niệm chỉ loại áo cổ nẹp"
22500,"khái niệm chỉ loại áo truyền thống năm vạt"
22501,"khái niệm chỉ áo lót bó sát cơ thể"
22502,"khái niệm chỉ áo của vua chúa"
22503,"khái niệm chỉ áo dùng để nổi trên mặt nước"
22504,"khái niệm chỉ áo làm từ vải sô"
22505,"khái niệm chỉ loại áo thun cộc tay"
22506,"khái niệm chỉ áo mặc khi có tang"
22507,"khái niệm chỉ áo làm từ lá, dùng che mưa nắng"
22508,"khái niệm chỉ loại áo truyền thống bốn vạt"
22509,"khái niệm chỉ áo lót giữ ấm ngực"
22510,"khái niệm chỉ áo khoác vest"
22511,"khái niệm chỉ áo màu vàng"
22512,"khái niệm chỉ loại áo mặc bên trong"
22513,"khái niệm chỉ áo dùng để vệ sinh"
22514,"khái niệm chỉ áo có gấu bị xổ chỉ"
22515,"khái niệm chỉ khu vực dành cho tắm biển"
22516,"khái niệm chỉ khu vực chứa chất thải"
22517,"khái niệm chỉ giấy chứng nhận quyền sử dụng đất"
22518,"khái niệm chỉ sổ ghi chép nợ nần"
22519,"khái niệm chỉ sổ ghi các thành viên trong gia đình"
22520,"khái niệm chỉ sổ ghi chép hàng hóa trong kho"
22521,"khái niệm chỉ sổ ghi chép người đến viếng tang"
22522,"khái niệm chỉ sổ ghi chép tiền lương"
22523,"khái niệm chỉ sổ ghi chép những điều tốt đẹp"
22524,"khái niệm chỉ số trung bình"
22525,"khái niệm chỉ số nhỏ hơn không"
22526,"khái niệm chỉ số là bình phương của một số nguyên"
22527,"khái niệm chỉ số chia hết cho hai"
22528,"khái niệm chỉ số thuộc tập hợp số đại số"
22529,"khái niệm chỉ số lớn hơn không"
22530,"khái niệm chỉ sự tăng thêm của một đại lượng"
22531,"khái niệm chỉ số có giá trị tuyệt đối bằng nhau nhưng dấu ngược lại"
22532,"khái niệm chỉ số không chia hết cho hai"
22533,"khái niệm chỉ số lượng đã hoàn thành"
22534,"khái niệm chỉ số bị trừ trong phép trừ"
22535,"khái niệm chỉ số biểu thị mối quan hệ so sánh"
22536,"khái niệm chỉ sông nhân tạo được đào"
22537,"khái niệm chỉ loại súng nạp đạn bằng tay"
22538,"khái niệm chỉ loại súng nạp đạn từ phía sau"
22539,"khái niệm chỉ loại súng ngắn cầm tay"
22540,"khái niệm chỉ loại súng phun chất lỏng cháy"
22541,"khái niệm chỉ sữa chưa qua chế biến"
22542,"khái niệm chỉ sữa từ người mẹ"
22543,"khái niệm chỉ hiện tượng hơi nước đóng băng"
22544,"khái niệm chỉ hình tam giác trên mặt cầu"
22545,"khái niệm chỉ loại táo có nguồn gốc từ Trung Quốc"
22546,"khái niệm chỉ loại táo có nguồn gốc từ phương Tây"
22547,"khái niệm chỉ tàu chuyên chở quân đổ bộ"
22548,"khái niệm chỉ tàu quân sự làm nhiệm vụ tuần tra"
22549,"khái niệm chỉ tàu hỏa có tốc độ di chuyển chậm"
22550,"khái niệm chỉ tàu hỏa chạy thẳng, không dừng"
22551,"khái niệm chỉ tàu hỏa di chuyển nhanh"
22552,"khái niệm chỉ tên gọi kiêng kỵ"
22553,"khái niệm chỉ tên kiêng kỵ của vua chúa"
22554,"khái niệm chỉ tên sau khi chết của vua chúa"
22555,"khái niệm chỉ tên được đặt khi rửa tội"
22556,"khái niệm chỉ tên hiệu thứ hai của người xưa"
22557,"khái niệm chỉ ngày đầu năm theo lịch dương"
22558,"khái niệm chỉ loại than có hàm lượng chất bốc cao"
22559,"khái niệm chỉ loại than có hàm lượng chất bốc thấp"
22560,"khái niệm chỉ loại than hình thành từ cây cổ sinh"
22561,"khái niệm chỉ loại than dùng để luyện cốc"
22562,"khái niệm chỉ loại than đã qua chế biến"
22563,"khái niệm chỉ loại than có màu nâu"
22564,"khái niệm chỉ than khai thác từ mỏ"
22565,"khái niệm chỉ than có hình dạng tổ ong"
22566,"khái niệm chỉ than có hình dạng quả bàng"
22567,"khái niệm chỉ tháng cuối cùng của năm âm lịch"
22568,"khái niệm chỉ loại than không khói"
22569,"khái niệm chỉ tháng đầu tiên của năm âm lịch"
22570,"khái niệm chỉ tháng có ít hơn 31 ngày"
22571,"khái niệm chỉ tháng có đủ 31 ngày"
22572,"khái niệm chỉ phần thân có các đốt"
22573,"khái niệm chỉ thẻ phạt trong bóng đá"
22574,"khái niệm chỉ thẻ dùng để ghi chép"
22575,"khái niệm chỉ thẻ làm từ ngà voi"
22576,"khái niệm chỉ thẻ dùng để thanh toán tiền"
22577,"khái niệm chỉ thẻ dùng để thanh toán"
22578,"khái niệm chỉ thẻ phạt trong bóng đá"
22579,"khái niệm chỉ môn thể dục kết hợp âm nhạc, chuyển động"
22580,"khái niệm chỉ môn thể dục giúp cải thiện vóc dáng"
22581,"khái niệm chỉ hành vi lặp đi lặp lại"
22582,"khái niệm chỉ quy luật chung của cuộc sống"
22583,"khái niệm chỉ người thợ giỏi trong nghề"
22584,"khái niệm chỉ người thợ có tay nghề cao"
22585,"khái niệm chỉ người thợ cắt tóc"
22586,"khái niệm chỉ thợ gia công kim loại nguội"
22587,"khái niệm chỉ người thợ chuyên rèn sắt"
22588,"khái niệm chỉ khoản tiền đóng cho nhà nước"
22589,"khái niệm chỉ người thợ làm nghề thủ công"
22590,"khái niệm chỉ thuế tính trên doanh thu"
22591,"khái niệm chỉ thuế phải đóng hàng năm"
22592,"khái niệm chỉ thuế nhằm bảo vệ sản xuất trong nước"
22593,"khái niệm chỉ thuế phải đóng khi đăng ký tài sản"
22594,"khái niệm chỉ thuốc đông y từ các vị thuốc bắc"
22595,"khái niệm chỉ thuốc tân dược sản xuất công nghiệp"
22596,"khái niệm chỉ thuốc đông y từ các vị thuốc nam"
22597,"khái niệm chỉ thuốc dạng hạt nhỏ"
22598,"khái niệm chỉ thuốc dạng nước, dùng để uống"
22599,"khái niệm chỉ thuốc dạng tem dán"
22600,"khái niệm chỉ thuốc dạng bột có vị mặn"
22601,"khái niệm chỉ dạng thuốc bôi ngoài da"
22602,"khái niệm chỉ dạng thuốc pha loãng trong dung dịch"
22603,"khái niệm chỉ thuốc được nấu từ các vị thảo mộc"
22604,"khái niệm chỉ loại thuốc có hình dạng giống quả trứng"
22605,"khái niệm chỉ thuyền có buồm, bồng bềnh trên sóng"
22606,"khái niệm chỉ thuyền nhỏ có mũi nhọn"
22607,"khái niệm chỉ thuyền có mái che bằng mành"
22608,"khái niệm chỉ thuyền có hình dạng giống cánh lan"
22609,"khái niệm chỉ thuyền được trang trí hình rồng"
22610,"khái niệm chỉ thuyền nhỏ làm bằng nan tre"
22611,"khái niệm chỉ thuyền hình thúng, đan bằng tre"
22612,"khái niệm chỉ thuyền nhỏ, thon dài dùng để đưa đón"
22613,"khái niệm chỉ giấy tờ chứng nhận việc gửi tiền"
22614,"khái niệm chỉ thư được đảm bảo an toàn khi gửi"
22615,"khái niệm chỉ thư được gửi và lưu giữ đặc biệt"
22616,"khái niệm chỉ thư được đăng ký số hiệu khi gửi"
22617,"khái niệm chỉ thư viết bằng tay"
22618,"khái niệm chỉ thức ăn chứa nhiều chất xơ, ít năng lượng"
22619,"khái niệm chỉ thức ăn trộn nhiều thành phần"
22620,"khái niệm chỉ thức ăn được ủ men"
22621,"khái niệm chỉ thức ăn giàu dinh dưỡng, ít chất xơ"
22622,"khái niệm chỉ dụng cụ đo có hình dạng cong"
22623,"khái niệm chỉ dụng cụ đo có thể cuộn lại"
22624,"khái niệm chỉ dụng cụ đo có thể gấp gọn"
22625,"khái niệm chỉ dụng cụ đo kích thước vật thể"
22626,"khái niệm chỉ dụng cụ dùng để vẽ đường thẳng"
22627,"khái niệm chỉ dụng cụ đo có các vạch chia tỉ lệ"
22628,"khái niệm chỉ dụng cụ đo đường cong áo quần"
22629,"khái niệm chỉ tia bức xạ điện từ có năng lượng cao"
22630,"khái niệm chỉ tia bức xạ điện từ có bước sóng ngắn"
22631,"khái niệm chỉ bữa tiệc có các món ăn mặn"
22632,"khái niệm chỉ buổi tiệc nhẹ với trà và bánh"
22633,"khái niệm chỉ bữa tiệc có phục vụ rượu"
22634,"khái niệm chỉ tiền có mệnh giá tròn, không lẻ"
22635,"khái niệm chỉ tiền bị mất giá, không còn giá trị"
22636,"khái niệm chỉ tiền riêng của một người"
22637,"khái niệm chỉ tiền nộp cho làng xã"
22638,"khái niệm chỉ tiền nộp cho làng để được cưới"
22639,"khái niệm chỉ tiền quyên góp cho nhà chùa"
22640,"khái niệm chỉ tiền mừng trong đám cưới"
22641,"khái niệm chỉ tiền hối lộ để được đi lại"
22642,"khái niệm chỉ số tiền ban đầu để kinh doanh"
22643,"khái niệm chỉ tiền trợ cấp cho người mất"
22644,"khái niệm chỉ tin tức đau buồn"
22645,"khái niệm chỉ tin tức không tốt lành"
22646,"khái niệm chỉ tin tức vui vẻ, tốt lành"
22647,"khái niệm chỉ tin tức gây sốc, gây chú ý"
22648,"khái niệm chỉ tin tức nhanh chóng, kịp thời"
22649,"khái niệm chỉ tin tức mang lại niềm vui"
22650,"khái niệm chỉ tin tức không có thật"
22651,"khái niệm chỉ kiểu tóc búi hoặc buộc cao phía sau"
22652,"khái niệm chỉ phần tóc ở phía sau gáy"
22653,"khái niệm chỉ lớp tóc đầu tiên của trẻ sơ sinh"
22654,"khái niệm chỉ loại tóc cứng, thẳng, thô"
22655,"khái niệm chỉ tóc mềm mại, bồng bềnh"
22656,"khái niệm chỉ tóc bạc, trắng"
22657,"khái niệm chỉ tóc ngứa, tóc bạc sớm"
22658,"khái niệm chỉ tóc mềm, mịn như tơ"
22659,"khái niệm chỉ tóc để dài từ khi còn trẻ"
22660,"khái niệm chỉ mái tóc đen nhánh của tuổi trẻ"
22661,"khái niệm chỉ loại tôm có càng màu xanh"
22662,"khái niệm chỉ loại tôm nhỏ, vỏ màu hồng nhạt"
22663,"khái niệm chỉ loại tôm lớn, vỏ cứng, có sọc"
22664,"khái niệm chỉ loại tôm có khả năng di chuyển nhanh"
22665,"khái niệm chỉ loại tôm vỏ mỏng, thân dẹt"
22666,"khái niệm chỉ nơi chăm sóc người già yếu"
22667,"khái niệm chỉ tranh vẽ theo phong cách truyền thống"
22668,"khái niệm chỉ tranh vẽ bằng màu dầu"
22669,"khái niệm chỉ tranh được tạo bằng cách khắc gỗ"
22670,"khái niệm chỉ tranh có kích thước lớn, hoành tráng"
22671,"khái niệm chỉ tranh được khảm bằng các mảnh màu"
22672,"khái niệm chỉ tranh được tạo bằng cách khắc trên đồng"
22673,"khái niệm chỉ tranh vẽ trên chất liệu lụa"
22674,"khái niệm chỉ tranh không có lời chú thích"
22675,"khái niệm chỉ tranh vẽ cảnh núi non sông nước"
22676,"khái niệm chỉ tranh vẽ bằng chất liệu sơn mài"
22677,"khái niệm chỉ tranh vẽ vào dịp Tết"
22678,"khái niệm chỉ tranh dùng để thờ cúng"
22679,"khái niệm chỉ tranh vẽ về các vị thần, truyền thuyết"
22680,"khái niệm chỉ tranh vẽ phong cảnh bằng mực tàu"
22681,"khái niệm chỉ tranh vẽ về chủ đề tôn giáo"
22682,"khái niệm chỉ tranh minh họa cho truyện kể"
22683,"khái niệm chỉ tranh vẽ trên tường"
22684,"khái niệm chỉ bộ bốn bức tranh vẽ cảnh đẹp bốn mùa"
22685,"khái niệm chỉ mặt trăng không tròn đầy"
22686,"khái niệm chỉ trăng non hình cong như lưỡi liềm"
22687,"khái niệm chỉ mặt trăng ở giai đoạn đầu của chu kỳ"
22688,"khái niệm chỉ hiện tượng vòng sáng quanh mặt trăng"
22689,"khái niệm chỉ ánh trăng yếu ớt vào cuối đêm"
22690,"khái niệm chỉ mặt trăng đã gần lặn, ánh sáng yếu"
22691,"khái niệm chỉ ánh trăng tỏa ra rộng khắp"
22692,"khái niệm chỉ trăng sáng suốt cả đêm"
22693,"khái niệm chỉ mặt trăng lơ lửng trên bầu trời"
22694,"khái niệm chỉ mặt trăng tròn đầy nhất"
22695,"khái niệm chỉ loại trâu nhỏ, yếu"
22696,"khái niệm chỉ con trâu to khỏe, mập mạp"
22697,"khái niệm chỉ con trâu có tính cách hiền lành"
22698,"khái niệm chỉ bộ phận đen tròn ở giữa mắt"
22699,"khái niệm chỉ trống dùng trong nghi lễ bản làng"
22700,"khái niệm chỉ trống nhỏ, dùng để đánh nhịp"
22701,"khái niệm chỉ trống dùng trong hát chèo"
22702,"khái niệm chỉ trống truyền thống của dân tộc Gia Rai"
22703,"khái niệm chỉ trống lớn, dùng trong các nghi lễ"
22704,"khái niệm chỉ trống dùng để đánh báo giờ"
22705,"khái niệm chỉ trống dùng trong hát chầu văn"
22706,"khái niệm chỉ trống dùng trong các vở chèo"
22707,"khái niệm chỉ trống có hình dạng giống con ếch"
22708,"khái niệm chỉ trống dùng để ra hiệu lệnh"
22709,"khái niệm chỉ trống nhỏ, mỏng"
22710,"khái niệm chỉ truyện dân gian truyền miệng"
22711,"khái niệm chỉ truyện có nội dung gây cười"
22712,"khái niệm chỉ truyện kết hợp kể chuyện và ghi chép"
22713,"khái niệm chỉ truyện viết bằng chữ Nôm"
22714,"khái niệm chỉ câu chuyện được kể trong phim"
22715,"khái niệm chỉ câu chuyện được kể bằng thơ"
22716,"khái niệm chỉ truyện có dung lượng trung bình"
22717,"khái niệm chỉ trứng gia cầm đã ấp nở một phần"
22718,"khái niệm chỉ túi làm bằng chất liệu ni lông"
22719,"khái niệm chỉ túi nhỏ đeo ngang lưng"
22720,"khái niệm chỉ tuổi đời còn trẻ"
22721,"khái niệm chỉ lứa tuổi thiếu niên"
22722,"khái niệm chỉ tuổi tính theo lịch âm"
22723,"khái niệm chỉ tuổi tính theo phong tục Việt Nam"
22724,"khái niệm chỉ tuổi tính theo dương lịch"
22725,"khái niệm chỉ tuổi tính theo thời điểm hiện tại"
22726,"khái niệm chỉ tuyến nội tiết ở não"
22727,"khái niệm chỉ từ ngữ cần tránh sử dụng"
22728,"khái niệm chỉ từ được tạo bởi sự lặp lại âm tiết"
22729,"khái niệm chỉ từ có nghĩa trái ngược"
22730,"khái niệm chỉ từ mang ý nghĩa thực sự"
22731,"khái niệm chỉ quyền lực và sức ảnh hưởng"
22732,"khái niệm chỉ tiếng tăm, danh vọng được kính nể"
22733,"khái niệm chỉ sức mạnh và vẻ hùng dũng"
22734,"khái niệm chỉ vải làm từ nhựa tổng hợp"
22735,"khái niệm chỉ cây ăn quả có quả màu đỏ, ngọt"
22736,"khái niệm chỉ vải chưa qua xử lý, còn thô"
22737,"khái niệm chỉ màu vàng nhạt như màu cốm"
22738,"khái niệm chỉ vàng dát mỏng như lá"
22739,"khái niệm chỉ loại vàng nguyên chất, rất quý"
22740,"khái niệm chỉ vàng nguyên chất, chưa pha tạp"
22741,"khái niệm chỉ vàng pha hợp kim, có màu nhạt hơn"
22742,"khái niệm chỉ hợp kim vàng có màu trắng bạc"
22743,"khái niệm chỉ trang phục liền thân của phụ nữ"
22744,"khái niệm chỉ váy có phần thân dưới rộng, xòe"
22745,"khái niệm chỉ văn bản có vần điệu"
22746,"khái niệm chỉ văn học được truyền miệng trong dân gian"
22747,"khái niệm chỉ văn học được ghi chép thành văn bản"
22748,"khái niệm chỉ văn học được truyền miệng"
22749,"khái niệm chỉ giống vịt có lông màu xám"
22750,"khái niệm chỉ giống vịt nhỏ, dễ nuôi"
22751,"khái niệm chỉ vịt sống ở môi trường nước"
22752,"khái niệm chỉ giống vịt lớn, lông đen"
22753,"khái niệm chỉ vôi dạng bột mịn"
22754,"khái niệm chỉ vôi đã pha với nước thành hồ"
22755,"khái niệm chỉ vôi chưa tôi, có tính ăn da"
22756,"khái niệm chỉ loại vôi dùng trong xây dựng"
22757,"khái niệm chỉ vôi đã được tôi kỹ, không còn nóng"
22758,"khái niệm chỉ người vợ thứ hai hoặc sau này"
22759,"khái niệm chỉ người vợ đầu tiên, chính thức"
22760,"khái niệm chỉ người vợ thứ hai"
22761,"khái niệm chỉ vợ của cha mà không phải mẹ đẻ"
22762,"khái niệm chỉ vũ khí không dùng thuốc súng"
22763,"khái niệm chỉ vũ khí dùng vi khuẩn, virus gây bệnh"
22764,"khái niệm chỉ vũ khí có khả năng tự hành"
22765,"khái niệm chỉ vữa xây trộn từ vôi và cát"
22766,"khái niệm chỉ khu đất trồng cây trong trường học"
22767,"khái niệm chỉ khu đất ươm cây giống"
22768,"khái niệm chỉ xe được cải tiến để chở hàng"
22769,"khái niệm chỉ phương tiện chở khách đường dài"
22770,"khái niệm chỉ xe dùng để chở người bệnh"
22771,"khái niệm chỉ xe ô tô nhỏ gọn"
22772,"khái niệm chỉ xe dùng để đi du lịch"
22773,"khái niệm chỉ tàu điện chạy dưới lòng đất"
22774,"khái niệm chỉ xe điện chạy bằng bánh hơi"
22775,"khái niệm chỉ xe chở hàng hóa cần bảo quản lạnh"
22776,"khái niệm chỉ xe có thùng kín hình hộp"
22777,"khái niệm chỉ phương tiện giao thông chạy trên đường ray"
22778,"khái niệm chỉ xe dùng để san lấp mặt đường"
22779,"khái niệm chỉ xe ba bánh chở khách ở miền Nam"
22780,"khái niệm chỉ xe ngựa sang trọng của vua chúa"
22781,"khái niệm chỉ xe đẩy nhỏ dùng sức người"
22782,"khái niệm chỉ xe kéo có bánh xe lớn"
22783,"khái niệm chỉ xe ngựa kéo bởi hai con ngựa"
22784,"khái niệm chỉ xe kéo hàng bằng sức người"
22785,"khái niệm chỉ xe chuyên dụng chở chất lỏng"
22786,"khái niệm chỉ xe kéo bằng sức người, có mái che"
22787,"khái niệm chỉ xe ô tô nhỏ gọn, chạy được địa hình khó"
22788,"khái niệm chỉ xe quân sự có vỏ bọc bằng thép"
22789,"khái niệm chỉ loại xoài có thịt quả chắc, ít xơ"
22790,"khái niệm chỉ loại xoài có thịt quả quánh lại"
22791,"khái niệm chỉ loại xoài nhỏ, ngọt"
22792,"khái niệm chỉ loại xoài to, hình dạng giống con voi"
22793,"khái niệm chỉ loại xoài vỏ xanh, khi chín vàng"
22794,"khái niệm chỉ loại xoài có nguồn gốc từ Thái Lan"
22795,"khái niệm chỉ loại xoài có kích thước lớn"
22796,"khái niệm chỉ xôi làm từ gạo nếp và quả gấc"
22797,"khái niệm chỉ món ăn làm từ gạo nếp đồ chín"
22798,"khái niệm chỉ xôi làm từ gạo nếp và ngô"
22799,"khái niệm chỉ xôi có màu vàng như hoa cau"
22800,"khái niệm chỉ xôi làm từ gạo nếp và đỗ xanh"
22801,"khái niệm chỉ xôi được vò tơi"
22802,"khái niệm chỉ phần xương tạo thành khung hông"
22803,"khái niệm chỉ xương phẳng, hình tam giác ở vai"
22804,"khái niệm chỉ xương nhỏ ở cẳng chân"
22805,"khái niệm chỉ xương dài nối vai và xương ức"
22806,"khái niệm chỉ xương nhỏ, mỏng trong cơ thể"
22807,"khái niệm chỉ xương vụn lẫn thịt, dùng để hầm"
22808,"khái niệm chỉ công trình chứa nước nhân tạo"
22809,"khái niệm chỉ cha không ruột thịt của con"
22810,"khái niệm chỉ cha của chồng"
22811,"khái niệm chỉ bố của người con trai"
22812,"khái niệm chỉ người cha có con gái làm nghề không đứng đắn"
22813,"khái niệm chỉ cha ruột của một người"
22814,"khái niệm chỉ người cha nhận nuôi con"
22815,"khái niệm chỉ cháu trai đầu lòng của dòng họ"
22816,"khái niệm chỉ con của con trai mình"
22817,"khái niệm chỉ con của con gái mình"
22818,"khái niệm chỉ vợ của cháu trai mình"
22819,"khái niệm chỉ cháu trong gia đình"
